"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:3hUxzQpSfdDqwM3ZTFQY0K","august","spotify:artist:06HL4z0CvFAxyc27GXpf02","Taylor Swift","spotify:album:2fenSS68JI1h4Fo296JfGr","folklore","spotify:artist:06HL4z0CvFAxyc27GXpf02","Taylor Swift","2020-07-24","https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc","1","8","261922","https://p.scdn.co/mp3-preview/8e82ad5f6e681af7f3b261417e4187d345a9530c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","83","USUG12002842","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:16XiTUC2rQvb5lmtOm3FYY","Us","spotify:artist:4EzkuveR9pLvDVFNx6foYD","James Bay","spotify:album:08cprzGPjtLDvKMwtQh93R","Electric Light","spotify:artist:4EzkuveR9pLvDVFNx6foYD","James Bay","2018-05-18","https://i.scdn.co/image/ab67616d0000b2732c13c88b2e95b39dc72bdef3","1","5","181360","https://p.scdn.co/mp3-preview/562099137eaa2e4c43a2524ed6eeebea8c5db8b0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","USUM71801102","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:4Yxc55NX3tAXC2mHRAhtcW","All I Want - From ""High School Musical: The Musical: The Series""","spotify:artist:1McMsnEElThX1knmY4oliG, spotify:artist:3xvaSlT4xsyk6lY1ESOspO","Olivia Rodrigo, Disney","spotify:album:5p3gSxNiXeYlPlztVAUjB2","All I Want (From ""High School Musical: The Musical: The Series"")","spotify:artist:1McMsnEElThX1knmY4oliG, spotify:artist:61lrTfBVPrE3DOTu9MGmhQ","Olivia Rodrigo, Matt Cornett","2019-11-27","https://i.scdn.co/image/ab67616d0000b2736d38bbfd2631c232763e3ddf","1","1","177322","https://p.scdn.co/mp3-preview/9cb45032dcc3e596260cefa3a62956c89e699983?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","USWD11995182","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:2uIX8YMNjGMD7441kqyyNU","ocean eyes","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","spotify:album:2msN7XBgV3JCjQ7Tq3t7i9","Ocean Eyes","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","2016-11-18","https://i.scdn.co/image/ab67616d0000b2732cafcdd985630d72594ecc49","1","1","200560","https://p.scdn.co/mp3-preview/11e58846ae2e947218f7fee8afbfb560ebf64389?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","US23A1500056","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:5WtfUKzXircvW8l5aaVZWT","What A Time (feat. Niall Horan)","spotify:artist:0ZED1XzwlLHW4ZaG4lOT6m, spotify:artist:1Hsdzj7Dlq2I7tHP7501T4","Julia Michaels, Niall Horan","spotify:album:1xJ7jIK1tT0aVoJw1fPE6r","Inner Monologue Part 1","spotify:artist:0ZED1XzwlLHW4ZaG4lOT6m","Julia Michaels","2019-01-24","https://i.scdn.co/image/ab67616d0000b2737e706949994bcef39b09da4e","1","6","173306","https://p.scdn.co/mp3-preview/e93a5bdfa2c315a58f29d45b5beb6088eeca235b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","74","USUM71900686","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:3CNLrZJST54nE4PUkS83Sl","Power Over Me","spotify:artist:5KNNVgR6LBIABRIomyCwKJ","Dermot Kennedy","spotify:album:0JF97yTibdYQh25AaFuioF","Dermot Kennedy","spotify:artist:5KNNVgR6LBIABRIomyCwKJ","Dermot Kennedy","2019-01-04","https://i.scdn.co/image/ab67616d0000b273b1492cdb545271aaa5ce2627","1","1","206960","https://p.scdn.co/mp3-preview/4325cb5ec4d52d7a8c44a668894cc07a311f0270?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","USUG11802208","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:4IhKLu7Vk3j2TLmnFPl6To","Water Fountain","spotify:artist:5IH6FPUwQTxPSXurCrcIov","Alec Benjamin","spotify:album:6jKZplJpy21R5lHaYHHjmZ","Narrated For You","spotify:artist:5IH6FPUwQTxPSXurCrcIov","Alec Benjamin","2018-11-16","https://i.scdn.co/image/ab67616d0000b273459d675aa0b6f3b211357370","1","2","218893","https://p.scdn.co/mp3-preview/485a4e70d7a71480ada5004ec80a230ab97d8663?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","USAT21811720","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:4k3xDpAdBuM17mNNHhOZkK","nuts","spotify:artist:2kCcBybjl3SAtIcwdWpUe3, spotify:artist:080kPbQFzomkrfHW8U4XkZ","Lil Peep, rainy bear","spotify:album:4hiArqU343m8BUT0lymyLO","LIVE FOREVER","spotify:artist:2kCcBybjl3SAtIcwdWpUe3","Lil Peep","2015-12-02","https://i.scdn.co/image/ab67616d0000b2739c40b3a3043a8f24403048a6","1","4","85360","https://p.scdn.co/mp3-preview/4318824c488b6d05cb139db0a98661f8cb21a2cb?cid=9950ac751e34487dbbe027c4fd7f8e99","true","80","UKELY2100069","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:2JN3ugW1cEahbYw0I5mw5U","Astronomy","spotify:artist:4Uc8Dsxct0oMqx0P6i60ea","Conan Gray","spotify:album:5hIOd0FvjlgG4uLjXHkFWI","Superache","spotify:artist:4Uc8Dsxct0oMqx0P6i60ea","Conan Gray","2022-06-24","https://i.scdn.co/image/ab67616d0000b27360a89b781c62ffe2136e4396","1","5","243907","https://p.scdn.co/mp3-preview/2bed0f76af963d566b7ed876a83d1310691bc114?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","USUM72106337","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:5zT5cMnMKoyruPj13TQXGx","I Found","spotify:artist:0MmnmsAuQKRFpo6vJElcaU","Amber Run","spotify:album:05WTBdwkHAqk5Mg68ugD7L","5AM (Expanded Edition)","spotify:artist:0MmnmsAuQKRFpo6vJElcaU","Amber Run","2015-04-20","https://i.scdn.co/image/ab67616d0000b27307a1897752cd38db3e9e43f3","1","1","273000","https://p.scdn.co/mp3-preview/b60187a7a2d56736e1833a14b4c16bc108eda2ac?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","GBARL1400303","spotify:user:","1970-01-01T00:00:00Z"
